,id,metadata
108,Aeropyrum pernix K1,"{'taxonomy': ['Archaea', 'Crenarchaeota', 'Thermoprotei', 'Desulfurococcales', 'Desulfurococcaceae', 'Aeropyrum', 'Aeropyrum pernix', 'Aeropyrum pernix K1']}"
109,Afipia sp. 1NLS2,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Bradyrhizobiaceae', 'Afipia', 'Afipia sp. 1NLS2', 'Afipia sp. 1NLS2']}"
110,African swine fever virus,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Asfarviridae', 'Asfivirus', 'African swine fever virus', 'African swine fever virus']}"
111,Aggregatibacter actinomycetemcomitans,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Aggregatibacter', 'Aggregatibacter actinomycetemcomitans', 'Aggregatibacter actinomycetemcomitans']}"
112,Aggregatibacter actinomycetemcomitans D11S-1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Aggregatibacter', 'Aggregatibacter actinomycetemcomitans', 'Aggregatibacter actinomycetemcomitans D11S-1']}"
113,Aggregatibacter actinomycetemcomitans D7S-1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Aggregatibacter', 'Aggregatibacter actinomycetemcomitans', 'Aggregatibacter actinomycetemcomitans D7S-1']}"
114,Aggregatibacter aphrophilus NJ8700,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Aggregatibacter', 'Aggregatibacter aphrophilus', 'Aggregatibacter aphrophilus NJ8700']}"
115,Aggregatibacter segnis ATCC 33393,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Aggregatibacter', 'Aggregatibacter segnis', 'Aggregatibacter segnis ATCC 33393']}"
116,Agrobacterium radiobacter K84,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Rhizobiaceae', 'Agrobacterium', 'Agrobacterium tumefaciens', 'Agrobacterium radiobacter K84']}"
117,Agrobacterium rhizogenes,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Rhizobiaceae', 'Agrobacterium', 'Agrobacterium rhizogenes', 'Agrobacterium rhizogenes']}"
118,Agrobacterium tumefaciens,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Rhizobiaceae', 'Agrobacterium', 'Agrobacterium tumefaciens', 'Agrobacterium tumefaciens']}"
119,Agrobacterium tumefaciens str. C58,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Rhizobiaceae', 'Agrobacterium', 'Agrobacterium tumefaciens', 'Agrobacterium tumefaciens str. C58']}"
120,Agrobacterium vitis S4,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Rhizobiaceae', 'Agrobacterium', 'Agrobacterium vitis', 'Agrobacterium vitis S4']}"
121,Agrostis stolonifera,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Liliopsida', 'Poales', 'Poaceae', 'Agrostis', 'Agrostis stolonifera', 'Agrostis stolonifera']}"
122,Agrotis segetum granulovirus,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Baculoviridae', 'Betabaculovirus', 'Agrotis segetum granulovirus', 'Agrotis segetum granulovirus']}"
123,Ahrensia sp. R2A130,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhodobacterales', 'Rhodobacteraceae', 'Ahrensia', 'Ahrensia sp. R2A130', 'Ahrensia sp. R2A130']}"
124,Ailuropoda melanoleuca,"{'taxonomy': ['Eukaryota', 'Chordata', 'Mammalia', 'Carnivora', 'Ursidae', 'Ailuropoda', 'Ailuropoda melanoleuca', 'Ailuropoda melanoleuca']}"
125,Ajellomyces capsulatus NAm1,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Eurotiomycetes', 'Onygenales', 'Ajellomycetaceae', 'Ajellomyces', 'Ajellomyces capsulatus', 'Ajellomyces capsulatus NAm1']}"
126,Ajellomyces dermatitidis SLH14081,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Eurotiomycetes', 'Onygenales', 'Ajellomycetaceae', 'Ajellomyces', 'Ajellomyces dermatitidis', 'Ajellomyces dermatitidis SLH14081']}"
127,Akkermansia muciniphila ATCC BAA-835,"{'taxonomy': ['Bacteria', 'Verrucomicrobia', 'Verrucomicrobiae', 'Verrucomicrobiales', 'Verrucomicrobiaceae', 'Akkermansia', 'Akkermansia muciniphila', 'Akkermansia muciniphila ATCC BAA-835']}"
128,Alcanivorax borkumensis SK2,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Oceanospirillales', 'Alcanivoracaceae', 'Alcanivorax', 'Alcanivorax borkumensis', 'Alcanivorax borkumensis SK2']}"
129,Alcanivorax sp. DG881,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Oceanospirillales', 'Alcanivoracaceae', 'Alcanivorax', 'Alcanivorax sp. DG881', 'Alcanivorax sp. DG881']}"
130,Algoriphagus sp. PR1,"{'taxonomy': ['Bacteria', 'Bacteroidetes', 'Cytophagia', 'Cytophagales', 'Cyclobacteriaceae', 'Algoriphagus', 'Algoriphagus sp. PR1', 'Algoriphagus sp. PR1']}"
131,Alicycliphilus denitrificans BC,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Comamonadaceae', 'Alicycliphilus', 'Alicycliphilus denitrificans', 'Alicycliphilus denitrificans BC']}"
132,Alicyclobacillus acidocaldarius LAA1,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Alicyclobacillaceae', 'Alicyclobacillus', 'Alicyclobacillus acidocaldarius', 'Alicyclobacillus acidocaldarius LAA1']}"
133,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Alicyclobacillaceae', 'Alicyclobacillus', 'Alicyclobacillus acidocaldarius', 'Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446']}"
134,Aliivibrio salmonicida LFI1238,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Vibrionales', 'Vibrionaceae', 'Aliivibrio', 'Aliivibrio salmonicida', 'Aliivibrio salmonicida LFI1238']}"
135,Alistipes putredinis DSM 17216,"{'taxonomy': ['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Rikenellaceae', 'Alistipes', 'Alistipes putredinis', 'Alistipes putredinis DSM 17216']}"
136,Alkalilimnicola ehrlichii MLHE-1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Chromatiales', 'Ectothiorhodospiraceae', 'Alkalilimnicola', 'Alkalilimnicola ehrlichii', 'Alkalilimnicola ehrlichii MLHE-1']}"
137,Alkaliphilus metalliredigens QYMF,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Alkaliphilus', 'Alkaliphilus metalliredigens', 'Alkaliphilus metalliredigens QYMF']}"
138,Alkaliphilus oremlandii OhILAs,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Alkaliphilus', 'Alkaliphilus oremlandii', 'Alkaliphilus oremlandii OhILAs']}"
139,Allochromatium vinosum DSM 180,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Chromatiales', 'Chromatiaceae', 'Allochromatium', 'Allochromatium vinosum', 'Allochromatium vinosum DSM 180']}"
140,Allomyces macrogynus,"{'taxonomy': ['Eukaryota', 'Blastocladiomycota', 'Blastocladiomycetes', 'Blastocladiales', 'Blastocladiaceae', 'Allomyces', 'Allomyces macrogynus', 'Allomyces macrogynus']}"
141,Alteromonadales bacterium TW-7,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Alteromonadales', 'unclassified (derived from Alteromonadales)', 'unclassified (derived from Alteromonadales)', 'Alteromonadales bacterium TW-7', 'Alteromonadales bacterium TW-7']}"
142,Alteromonas macleodii 'Deep ecotype',"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Alteromonadales', 'Alteromonadaceae', 'Alteromonas', 'Alteromonas macleodii', ""Alteromonas macleodii 'Deep ecotype'""]}"
143,Alteromonas macleodii ATCC 27126,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Alteromonadales', 'Alteromonadaceae', 'Alteromonas', 'Alteromonas macleodii', 'Alteromonas macleodii ATCC 27126']}"
144,Amborella trichopoda,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'unclassified (derived from Streptophyta)', 'Amborellales', 'Amborellaceae', 'Amborella', 'Amborella trichopoda', 'Amborella trichopoda']}"
145,Aminobacterium colombiense DSM 12261,"{'taxonomy': ['Bacteria', 'Synergistetes', 'Synergistia', 'Synergistales', 'Synergistaceae', 'Aminobacterium', 'Aminobacterium colombiense', 'Aminobacterium colombiense DSM 12261']}"
146,Aminomonas paucivorans DSM 12260,"{'taxonomy': ['Bacteria', 'Synergistetes', 'Synergistia', 'Synergistales', 'Synergistaceae', 'Aminomonas', 'Aminomonas paucivorans', 'Aminomonas paucivorans DSM 12260']}"
147,Ammonifex degensii KC4,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Thermoanaerobacterales', 'Thermoanaerobacteraceae', 'Ammonifex', 'Ammonifex degensii', 'Ammonifex degensii KC4']}"
148,Amycolatopsis benzoatilytica,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Amycolatopsis', 'Amycolatopsis benzoatilytica', 'Amycolatopsis benzoatilytica']}"
149,Amycolatopsis mediterranei,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Amycolatopsis', 'Amycolatopsis mediterranei', 'Amycolatopsis mediterranei']}"
150,Amycolatopsis mediterranei U32,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Pseudonocardiaceae', 'Amycolatopsis', 'Amycolatopsis mediterranei', 'Amycolatopsis mediterranei U32']}"
151,Anabaena variabilis ATCC 29413,"{'taxonomy': ['Bacteria', 'Cyanobacteria', 'unclassified (derived from Cyanobacteria)', 'Nostocales', 'Nostocaceae', 'Anabaena', 'Anabaena variabilis', 'Anabaena variabilis ATCC 29413']}"
152,Anacropora matthai,"{'taxonomy': ['Eukaryota', 'Cnidaria', 'Anthozoa', 'Scleractinia', 'Acroporidae', 'Anacropora', 'Anacropora matthai', 'Anacropora matthai']}"
153,Anaerobaculum hydrogeniformans ATCC BAA-1850,"{'taxonomy': ['Bacteria', 'Synergistetes', 'Synergistia', 'Synergistales', 'Synergistaceae', 'Anaerobaculum', 'Anaerobaculum hydrogeniformans', 'Anaerobaculum hydrogeniformans ATCC BAA-1850']}"
154,Anaerococcus hydrogenalis DSM 7454,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiales Family XI. Incertae Sedis', 'Anaerococcus', 'Anaerococcus hydrogenalis', 'Anaerococcus hydrogenalis DSM 7454']}"
155,Anaerococcus lactolyticus ATCC 51172,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiales Family XI. Incertae Sedis', 'Anaerococcus', 'Anaerococcus lactolyticus', 'Anaerococcus lactolyticus ATCC 51172']}"
156,Anaerococcus prevotii DSM 20548,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiales Family XI. Incertae Sedis', 'Anaerococcus', 'Anaerococcus prevotii', 'Anaerococcus prevotii DSM 20548']}"
157,Anaerococcus tetradius ATCC 35098,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiales Family XI. Incertae Sedis', 'Anaerococcus', 'Anaerococcus tetradius', 'Anaerococcus tetradius ATCC 35098']}"
158,Anaerococcus vaginalis ATCC 51170,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiales Family XI. Incertae Sedis', 'Anaerococcus', 'Anaerococcus vaginalis', 'Anaerococcus vaginalis ATCC 51170']}"
159,Anaerofustis stercorihominis DSM 17244,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Eubacteriaceae', 'Anaerofustis', 'Anaerofustis stercorihominis', 'Anaerofustis stercorihominis DSM 17244']}"
160,Anaeromyxobacter dehalogenans 2CP-1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Myxococcales', 'Myxococcaceae', 'Anaeromyxobacter', 'Anaeromyxobacter dehalogenans', 'Anaeromyxobacter dehalogenans 2CP-1']}"
161,Anaeromyxobacter dehalogenans 2CP-C,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Myxococcales', 'Myxococcaceae', 'Anaeromyxobacter', 'Anaeromyxobacter dehalogenans', 'Anaeromyxobacter dehalogenans 2CP-C']}"
162,Anaeromyxobacter sp. Fw109-5,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Myxococcales', 'Myxococcaceae', 'Anaeromyxobacter', 'Anaeromyxobacter sp. Fw109-5', 'Anaeromyxobacter sp. Fw109-5']}"
163,Anaeromyxobacter sp. K,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Myxococcales', 'Myxococcaceae', 'Anaeromyxobacter', 'Anaeromyxobacter sp. K', 'Anaeromyxobacter sp. K']}"
164,Anaerostipes caccae DSM 14662,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Lachnospiraceae', 'Anaerostipes', 'Anaerostipes caccae', 'Anaerostipes caccae DSM 14662']}"
165,Anaerotruncus colihominis DSM 17241,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Ruminococcaceae', 'Anaerotruncus', 'Anaerotruncus colihominis', 'Anaerotruncus colihominis DSM 17241']}"
166,Anaplasma centrale str. Israel,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rickettsiales', 'Anaplasmataceae', 'Anaplasma', 'Anaplasma centrale', 'Anaplasma centrale str. Israel']}"
167,Anaplasma marginale str. Florida,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rickettsiales', 'Anaplasmataceae', 'Anaplasma', 'Anaplasma marginale', 'Anaplasma marginale str. Florida']}"
168,Anaplasma marginale str. Mississippi,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rickettsiales', 'Anaplasmataceae', 'Anaplasma', 'Anaplasma marginale', 'Anaplasma marginale str. Mississippi']}"
169,Anaplasma marginale str. Puerto Rico,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rickettsiales', 'Anaplasmataceae', 'Anaplasma', 'Anaplasma marginale', 'Anaplasma marginale str. Puerto Rico']}"
170,Anaplasma marginale str. St. Maries,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rickettsiales', 'Anaplasmataceae', 'Anaplasma', 'Anaplasma marginale', 'Anaplasma marginale str. St. Maries']}"
171,Anaplasma marginale str. Virginia,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rickettsiales', 'Anaplasmataceae', 'Anaplasma', 'Anaplasma marginale', 'Anaplasma marginale str. Virginia']}"
172,Angiopteris evecta,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Marattiopsida', 'Marattiales', 'Marattiaceae', 'Angiopteris', 'Angiopteris evecta', 'Angiopteris evecta']}"
173,Anguillid herpesvirus 1,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Herpesvirales', 'Alloherpesviridae', 'unclassified (derived from Alloherpesviridae)', 'Anguillid herpesvirus 1', 'Anguillid herpesvirus 1']}"
174,Anomochloa marantoidea,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Liliopsida', 'Poales', 'Poaceae', 'Anomochloa', 'Anomochloa marantoidea', 'Anomochloa marantoidea']}"
175,Anopheles gambiae str. PEST,"{'taxonomy': ['Eukaryota', 'Arthropoda', 'Insecta', 'Diptera', 'Culicidae', 'Anopheles', 'Anopheles gambiae', 'Anopheles gambiae str. PEST']}"
176,Anoxybacillus flavithermus WK1,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Anoxybacillus', 'Anoxybacillus flavithermus', 'Anoxybacillus flavithermus WK1']}"
177,Antheraea pernyi nucleopolyhedrovirus,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Baculoviridae', 'Alphabaculovirus', 'Antheraea pernyi nucleopolyhedrovirus', 'Antheraea pernyi nucleopolyhedrovirus']}"
178,Anthoceros formosae,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Anthocerotopsida', 'Anthocerotales', 'Anthocerotaceae', 'Anthoceros', 'Anthoceros formosae', 'Anthoceros formosae']}"
179,Apis mellifera,"{'taxonomy': ['Eukaryota', 'Arthropoda', 'Insecta', 'Hymenoptera', 'Apidae', 'Apis', 'Apis mellifera', 'Apis mellifera']}"
180,Aplidium conicum,"{'taxonomy': ['Eukaryota', 'Chordata', 'Ascidiacea', 'Enterogona', 'Polyclinidae', 'Aplidium', 'Aplidium conicum', 'Aplidium conicum']}"
181,Aquifex aeolicus VF5,"{'taxonomy': ['Bacteria', 'Aquificae', 'Aquificae (class)', 'Aquificales', 'Aquificaceae', 'Aquifex', 'Aquifex aeolicus', 'Aquifex aeolicus VF5']}"
182,Arabidopsis lyrata subsp. lyrata,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'unclassified (derived from Streptophyta)', 'Brassicales', 'Brassicaceae', 'Arabidopsis', 'Arabidopsis lyrata', 'Arabidopsis lyrata subsp. lyrata']}"
183,Arabidopsis thaliana,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'unclassified (derived from Streptophyta)', 'Brassicales', 'Brassicaceae', 'Arabidopsis', 'Arabidopsis thaliana', 'Arabidopsis thaliana']}"
184,Arcanobacterium haemolyticum DSM 20595,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Arcanobacterium', 'Arcanobacterium haemolyticum', 'Arcanobacterium haemolyticum DSM 20595']}"
185,Arcanobacterium pyogenes,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Actinomycetaceae', 'Trueperella', 'Trueperella pyogenes', 'Arcanobacterium pyogenes']}"
186,Archaeoglobus fulgidus DSM 4304,"{'taxonomy': ['Archaea', 'Euryarchaeota', 'Archaeoglobi', 'Archaeoglobales', 'Archaeoglobaceae', 'Archaeoglobus', 'Archaeoglobus fulgidus', 'Archaeoglobus fulgidus DSM 4304']}"
187,Archaeoglobus profundus DSM 5631,"{'taxonomy': ['Archaea', 'Euryarchaeota', 'Archaeoglobi', 'Archaeoglobales', 'Archaeoglobaceae', 'Archaeoglobus', 'Archaeoglobus profundus', 'Archaeoglobus profundus DSM 5631']}"
188,Arcobacter butzleri JV22,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Campylobacteraceae', 'Arcobacter', 'Arcobacter butzleri', 'Arcobacter butzleri JV22']}"
189,Arcobacter butzleri RM4018,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Campylobacteraceae', 'Arcobacter', 'Arcobacter butzleri', 'Arcobacter butzleri RM4018']}"
190,Arcobacter nitrofigilis DSM 7299,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Epsilonproteobacteria', 'Campylobacterales', 'Campylobacteraceae', 'Arcobacter', 'Arcobacter nitrofigilis', 'Arcobacter nitrofigilis DSM 7299']}"
191,Aromatoleum aromaticum EbN1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Rhodocyclales', 'Rhodocyclaceae', 'Aromatoleum', 'Aromatoleum aromaticum', 'Aromatoleum aromaticum EbN1']}"
192,Arthrobacter arilaitensis Re117,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter arilaitensis', 'Arthrobacter arilaitensis Re117']}"
193,Arthrobacter aurescens TC1,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter aurescens', 'Arthrobacter aurescens TC1']}"
194,Arthrobacter chlorophenolicus A6,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter chlorophenolicus', 'Arthrobacter chlorophenolicus A6']}"
195,Arthrobacter nitroguajacolicus,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter nitroguajacolicus', 'Arthrobacter nitroguajacolicus']}"
196,Arthrobacter sp. AK-1,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter sp. AK-1', 'Arthrobacter sp. AK-1']}"
197,Arthrobacter sp. Chr15,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter sp. Chr15', 'Arthrobacter sp. Chr15']}"
198,Arthrobacter sp. FB24,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Micrococcaceae', 'Arthrobacter', 'Arthrobacter sp. FB24', 'Arthrobacter sp. FB24']}"
199,Arthroderma benhamiae CBS 112371,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Eurotiomycetes', 'Onygenales', 'Arthrodermataceae', 'Arthroderma', 'Arthroderma benhamiae', 'Arthroderma benhamiae CBS 112371']}"
200,Arthroderma gypseum CBS 118893,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Eurotiomycetes', 'Onygenales', 'Arthrodermataceae', 'Arthroderma', 'Arthroderma gypseum', 'Arthroderma gypseum CBS 118893']}"
201,Arthroderma obtusum,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Eurotiomycetes', 'Onygenales', 'Arthrodermataceae', 'Arthroderma', 'Arthroderma obtusum', 'Arthroderma obtusum']}"
202,Arthroderma otae,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Eurotiomycetes', 'Onygenales', 'Arthrodermataceae', 'Arthroderma', 'Arthroderma otae', 'Arthroderma otae']}"
203,Arthroderma otae CBS 113480,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Eurotiomycetes', 'Onygenales', 'Arthrodermataceae', 'Arthroderma', 'Arthroderma otae', 'Arthroderma otae CBS 113480']}"
204,Arthroderma uncinatum,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Eurotiomycetes', 'Onygenales', 'Arthrodermataceae', 'Arthroderma', 'Arthroderma uncinatum', 'Arthroderma uncinatum']}"
